EmployeeId,UniqueCode,NetworkId,firstname,middlename,lastname,nameprefix,namesuffix,preferredname,department,division,orgunitnumber,companycode,companynumber,hierarchy,location,locationName,manageremployeenumber,managerfirstname,managerlastname,managermiddlename,workemail,workphone,extension,fax,mobile,pager,secondaryphone,title,employeetype,employeetypedescription,regtempin,fulltimeparttimein,status,employeestatusdescription,Street,City,Province,zipcode,userstate,region,country,approver,delegate,jobcode,costcentername,costcentercode,sunrisedate,sunsetdate,vacationstart,vacationend,mailcode,hiredate,terminationdate,lastdayworked,contractstartdate,contractenddate,lastperformancereviewdate,lastperformancereviewresult,standardhours,shiftcode,shiftname,dom_intl_in,TerminationDate
2550,BK2550,BKeys,Brian,,Keys,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Brian.Keys@sec.com,,,,,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2551,SW2551,SWipper,Simon,,Wipper,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Simon.Wipper@sec.com,,,,020 7695 5784,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2552,MB2552,MBourke,Michael,,Bourke,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Michael.Bourke@sec.com,,,,020 7695 6636,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2553,BG2553,BGibbons,Beth,,Gibbons,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Beth.Gibbons@sec.com,,,,,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2554,NH2554,NHarrington,Noreen,,Harrington,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Noreen.Harrington@sec.com,,,,0207 695 7905,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2555,GR2555,GRooney,Gavin,,Rooney,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Gavin.Rooney@sec.com,,,,020 7695 7989,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2556,SD2556,SDonohoe,Stuart,,Donohoe,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Stuart.Donohoe@sec.com,,,,,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2557,SM2557,SMcCabe,Shivani,,McCabe,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Shivani.McCabe@sec.com,,,,020 7695 4043,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2558,LW2558,LWalsh,Laura,,Walsh,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Laura.Walsh@sec.com,,,,020 7695 3447,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2559,LM2559,LMurphy,Laura,,Murphy,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Laura.Murphy@sec.com,,,,2076950855,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2560,TA2560,TAllen,Tom,,Allen,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Tom.Allen@sec.com,,,,2076953457,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2561,AK2561,AKnight,Alice,,Knight,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Alice.Knight@sec.com,,,,,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2562,KC2562,KConnor,Katherine,,Connor,,,Katie,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Katherine.Connor@sec.com,,,,,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2563,MD2563,MDuffy,Matt,,Duffy,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Matt.Duffy@sec.com,,,,,,,Associate Vice President Credit Market,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2564,CW2564,CWeir,Colm,,Weir,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Colm.Weir@sec.com,,,,54215,,,Associate Credit Markets,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
2565,US2565,USheehan,Ultan,,Sheehan,,,,Credit,Global Markets,15,GMKT,GMKT15,4,Newyork City,,2287,Tadeusz,Coughlan,,Ultan.Sheehan@sec.com,,,,020 7695 8833,,,Associate Credit Markets,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,2835,,R1,ISALCCC11,ISALCCC11,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1067,LV1067,LVazquez,Leigh,,Vazquez,,,,Credit Evaluation,Credit Products,10,CRD,CRD10,3,Newyork City,,1064,Cedric,Castaneda,,Leigh.Vazquez@sec.com,508-478-1601,,,01355 581 600,,,Vice President Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1064,,M1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1069,FH1069,FHarmon,Felix,,Harmon,,,,Credit Evaluation,Credit Products,10,CRD,CRD10,2,Newyork City,,1067,Leigh,Vazquez,,Felix.Harmon@sec.com,992-523-0698,,,0207 700 1804,,,Associate Credit Products,FT,FullTime,Regular,PartTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1847,,M1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1082,BR1082,BReyes,Brynn,,Reyes,,,,Credit Evaluation,Credit Products,10,CRD,CRD10,3,Newyork City,,1067,Leigh,Vazquez,,Brynn.Reyes@sec.com,539-662-4185,,,01189 755118,,,Associate Credit Products,PT,PartTime,Regular,PartTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1848,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1085,IH1085,IHanson,Ila,,Hanson,,,,Credit Evaluation,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Ila.Hanson@sec.com,884-529-5960,,,01709 790 777,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1067,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1093,RR1093,RRodgers,Rigel,,Rodgers,,,,Credit Evaluation,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Rigel.Rodgers@sec.com,172-202-8866,,,023 8077 2273,,,Associate Credit Products,FT,FullTime,Regular,PartTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1848,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1112,BC1112,BCabrera,Beau,,Cabrera,,,,Credit Evaluation,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Beau.Cabrera@sec.com,936-252-9172,,,01604 682 400,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1067,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1231,KP1231,KPotts,Kevyn,,Potts,,,,Credit Product Distribution,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Kevyn.Potts@sec.com,889-750-8421,,,,,,Associate Credit Products,FT,FullTime,Regular,PartTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1848,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1293,BK1293,BKing,Brian,,King,,,,Credit Product Distribution,Credit Products,10,CRD,CRD10,3,Newyork City,,1067,Leigh,Vazquez,,Brian.King@sec.com,,,,7874005998,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1064,,M1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1320,SD1320,SDiggs,Stephen,,Diggs,,,Steve,Credit Product Distribution,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Stephen.Diggs@sec.com,,,,,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1293,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1338,MS1338,MScanderbeg,Megan,,Scanderbeg,,,,Credit Product Distribution,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Megan.Scanderbeg@sec.com,,,,,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1293,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1362,YK1362,YKanno,Yoshiaki,,Kanno,,,,Credit Product Distribution,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Yoshiaki.Kanno@sec.com,,,,,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1293,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1115,PM1115,PMacdonald,Patricia,,Macdonald,,,,Credit Product Marketing and Sales,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Patricia.Macdonald@sec.com,290-647-5360,,,01788 530 900,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1067,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1122,GM1122,GMullins,Germane,,Mullins,,,,Credit Product Marketing and Sales,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Germane.Mullins@sec.com,904-534-8811,,,01992 476 000,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1067,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1126,SR1126,SRobertson,Stewart,,Robertson,,,Stu,Credit Product Marketing and Sales,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Stewart.Robertson@sec.com,634-611-0725,,,01977 688400,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1067,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1132,TP1132,TPratt,Thane,,Pratt,,,,Credit Product Marketing and Sales,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Thane.Pratt@sec.com,211-521-0609,,,01287 655 157,,,Associate Credit Products,FT,FullTime,Regular,FullTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1067,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1139,WH1139,WHowell,Wallace,,Howell,,,,Credit Product Marketing and Sales,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Wallace.Howell@sec.com,191-352-0057,,,02380 772273,,,Associate Credit Products,FT,FullTime,Regular,PartTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1848,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1157,GV1157,GVazquez,Grace,,Vazquez,,,,Credit Product Marketing and Sales,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Grace.Vazquez@sec.com,829-971-7467,,,0121 353 4761,,,Associate Credit Products,FT,FullTime,Regular,PartTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1848,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1166,MK1166,MKennedy,Mufutau,,Kennedy,,,Muftu,Credit Product Marketing and Sales,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Mufutau.Kennedy@sec.com,623-398-4712,,,020 8815 9857,,,Associate Credit Products,FT,FullTime,Regular,PartTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1848,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1203,RK1203,RKline,Rigel,,Kline,,,,Credit Product Marketing and Sales,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Rigel.Kline@sec.com,159-676-9350,,,01484 429277,,,Associate Credit Products,FT,FullTime,Regular,PartTime,1,Active,5201 EDEN AVE,NewYork City,NY,10019,NY,East,USA,1848,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1216,RM1216,RMeadows,Robert,,Meadows,,,Bob,Credit Product Marketing and Sales,Credit Products,10,CRD,CRD10,4,Newyork City,,1067,Leigh,Vazquez,,Robert.Meadows@sec.com,774-410-1308,,,01743 244744,,,Associate Credit Products,FT,FullTime,Regular,PartTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1848,,R1,IMFGCCC10,IMFGCCC10,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1077,HC1077,HCantrell,Hedley,,Cantrell,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,3,Los Angeles,,1070,Mira,Mcclain,,Hedley.Cantrell@sec.com,574-497-0634,,,01264 826 700,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,,,D1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1103,IF1103,IFaulkner,Indira,,Faulkner,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Indira.Faulkner@sec.com,512-302-5572,,,01442 218352,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1077,,M1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1111,NC1111,NChambers,Nyssa,,Chambers,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Nyssa.Chambers@sec.com,212-265-8358,,,01142 351521,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1103,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1117,IK1117,IKennedy,Ivory,,Kennedy,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Ivory.Kennedy@sec.com,450-727-9746,,,020 7281 3204 ,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1103,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1118,BS1118,BShields,Brian,,Shields,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Brian.Shields@sec.com,978-159-3093,,,028 3751 1050,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1103,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1147,MH1147,MHurst,Macon,,Hurst,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Macon.Hurst@sec.com,930-379-8500,,,01159 673706,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1103,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1249,KM1249,KMorgan,Kiona,,Morgan,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,3,Los Angeles,,1077,Hedley,Cantrell,,Kiona.Morgan@sec.com,824-150-3400,,,01772 627762,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1077,,M1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1258,JR1258,JRichard,Jameson,,Richard,,,James,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Jameson.Richard@sec.com,598-141-5587,,,01295 275130,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1249,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1265,PC1265,PChu,Peter,,Chu,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Peter.Chu@sec.com,,,,020 8551 0921,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1249,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1299,JP1299,JPotemra,James,,Potemra,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,James.Potemra@sec.com,,,,020 8449 9929,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1249,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1302,DR1302,DRoemmich,Dean,,Roemmich,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Dean.Roemmich@sec.com,,,,01271 325498,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1249,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1310,AW1310,AWong,Annie,,Wong,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Annie.Wong@sec.com,,,,01452 612673,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1249,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1368,SP1368,SPiotrowicz,Stephen,E,Piotrowicz,,,Steve,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,3,Los Angeles,,1077,Hedley,Cantrell,,Stephen.Piotrowicz@sec.com,,,,01159 223461,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1077,,M1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1489,DF1489,DFitzgerald,Delilah,D,Fitzgerald,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Delilah.Fitzgerald@sec.com,574-497-0634,,,,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1368,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1490,SF1490,SFarrell,Sharla,A,Farrell,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Sharla.Farrell@sec.com,512-302-5572,,,0116 253 6121,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1368,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1491,GF1491,GFlavin,Greta,,Flavin,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Greta.Flavin@sec.com,212-265-8358,,,01224 631144,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1368,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1492,LG1492,LGreen,Liana,,Green,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Liana.Green@sec.com,450-727-9746,,,01424 220207,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1368,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1493,LG1493,LGeary,Lola,,Geary,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Lola.Geary@sec.com,978-159-3093,,,020 8298 0376,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1368,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1503,EL1503,ELowe,Elaina,,Lowe,,II,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,3,Los Angeles,,1077,Hedley,Cantrell,,Elaina.Lowe@sec.com,898-689-9099,,,0121 559 0874,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1077,,M1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1504,GL1504,GLadrigan,Galen,,Ladrigan,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Galen.Ladrigan@sec.com,824-150-3400,,,01905 754747,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1503,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1505,DL1505,DLynch,Darian,,Lynch,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Darian.Lynch@sec.com,598-141-5587,,,020 8303 6064,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1503,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
1506,ZM1506,ZMcLoughlin,Zachery,,McLoughlin,,,,Customer Relations,"Global Marketing, Branding and Corporate Affairs",9,MKTG,MKTG9,4,Los Angeles,,1077,Hedley,Cantrell,,Zachery.McLoughlin@sec.com,,,,01908 379292,,,Vice President Customer Relations,FT,FullTime,Regular,FullTime,1,Active,2175 North California Blvd  Suite 400,Los Angeles                   ,CA,90501,CA,West,USA,1503,,R1,IPRCCC09,IPRCCC09,,,,,,8/8/2009,,,,,,,,2,Regular,Domestic,
